id,name,birthdate,country,atp_rank,points,hard_points,clay_points,grass_points
518,Edwin Kempes,1976-06-23,NED,,,,,
519,Simon Larose,1978-06-28,CAN,,,,,
520,Jurgen Melzer,1981-05-22,AUT,,,,,
521,Eduardo Nicolas-Espin,1972-09-22,ESP,,,,,
522,Igor Kornienko,1971-07-16,RUS,,,,,
523,Phillip King,1981-12-19,USA,,,,,
524,Radovan Svetlik,1974-04-12,CZE,,,,,
525,Ivan Beros,1979-12-30,CRO,,,,,
526,Jeff Morrison,1979-02-04,USA,,,,,
527,Alexander Shvec,1972-06-29,BLR,,,,,
528,Tom Spinks,1975-07-11,GBR,,,,,
529,Francisco Costa,1973-06-28,BRA,,,,,
530,Justin Bower,1978-05-23,RSA,,,,,
531,Oliver Marach,1980-07-16,AUT,,,,,
532,Kevin Kim,1978-07-26,USA,,,,,
533,Olivier Malcor,1975-01-28,FRA,,,,,
534,Andres Zingman,1974-06-16,ARG,,,,,
535,Solon Peppas,1974-10-25,GRE,,,,,
536,Pedro Leao-Saraiva,1982-05-11,POR,,,,,
537,Igor Gaudi,1975-04-10,ITA,,,,,
538,Cyril Saulnier,1975-08-16,FRA,,,,,
539,Jim Thomas,1974-09-24,USA,,,,,
540,Sergei Petrouchevsky,1980-03-23,RUS,,,,,
541,Johan Ortegren,1978-03-22,SWE,,,,,
542,Talal Ouahabi,1978-08-01,MAR,,,,,
543,Artem Derepasko,1980-01-26,RUS,,,,,
544,Noam Okun,1978-04-16,ISR,,,,,
545,Jan Boruszewski,1977-10-02,GER,,,,,
546,Ben-Qiang Zhu,1979-03-13,CHN,,,,,
547,Thomas Blake,1976-12-29,USA,,,,,
548,Diego Moyano,1975-03-14,ARG,,,,,
549,Joseph Sirianni,1975-01-17,AUS,,,,,
550,Alex Kim,1978-12-20,USA,,,,,
552,Michael Llodra,1980-05-18,FRA,,,,,
553,Mardy Fish,1981-12-09,USA,,,,,
554,Yaoki Ishii,1977-04-29,JPN,,,,,
555,Alexandre Simoni,1979-07-02,BRA,,,,,
556,Martin Garcia,1977-05-02,ARG,,,,,
557,Sergio Roitman,1979-05-16,ARG,,,,,
558,Jarkko Nieminen,1981-07-23,FIN,,,,,
559,Jonathan Erlich,1977-04-05,ISR,,,,,
560,Kristian Capalik,1978-10-03,USA,,,,,
561,Paul Kilderry,1973-04-11,AUS,,,,,
562,Lee Childs,1982-06-11,GBR,,,,,
563,Paul-Henri Mathieu,1982-01-12,FRA,,,,,
564,David Nalbandian,1982-01-01,ARG,,,,,
565,Nicolas Coutelot,1977-02-09,FRA,,,,,
566,Dejan Petrovic,1978-04-03,SRB,,,,,
567,Denis Peschek,1984-01-06,GER,,,,,
568,Nikolay Davydenko,1981-06-02,RUS,,,,,
569,Paul Baccanello,1979-06-12,AUS,,,,,
570,Pablo Gonzalez,1982-07-02,COL,,,,,
571,Leos Friedl,1977-01-01,CZE,,,,,
572,Jonas Froberg,1981-04-11,SWE,,,,,
573,Adrian Garcia,1978-05-25,CHI,,,,,
574,Kim Tiilikainen,1975-07-08,FIN,,,,,
575,Jan Hernych,1979-07-07,CZE,,,,,
576,Levar Harper-Griffith,1981-09-04,USA,,,,,
577,Reginald Willems,1977-09-06,BEL,,,,,
578,Nicolas Mahut,1982-01-21,FRA,,,,,
579,Joachim Johansson,1982-07-01,SWE,,,,,
580,Stefano Tarallo,1976-03-08,ITA,,,,,
581,Denis Golovanov,1979-03-27,RUS,,,,,
582,Alex Witt,1976-03-24,USA,,,,,
583,Jakub Herm-Zahlava,1980-05-12,GER,,,,,
584,Christophe Pognon (BEN),1977-10-11,BEN,,,,,
585,Andy Fahlke,1979-05-30,GER,,,,,
586,Andreas Fasching,1981-06-13,AUT,,,,,
587,Eric Prodon,1981-06-27,FRA,,,,,
588,Ivan Vajda,1978-09-04,CRO,,,,,
589,Oliver Freelove,1977-03-05,GBR,,,,,
590,Andy Ram,1980-04-10,ISR,,,,,
591,Zbynek Mlynarik,1977-04-24,AUT,,,,,
592,Juan Giner,1978-07-28,ESP,,,,,
593,Jaime Cortes,1964-07-26,COL,,,,,
594,Hugo Armando,1978-05-27,USA,,,,,
595,Timo Fleischfresser,1979-03-27,GER,,,,,
596,Michihisa Onoda,1978-01-31,JPN,,,,,
597,Diego Camacho,1983-05-21,BOL,,,,,
598,Joji Miyao,1981-06-15,JPN,,,,,
599,Alun Jones,1980-04-26,AUS,,,,,
600,Fazaluddin Syed,1974-10-18,IND,,,,,
601,Ladislav Svarc,1978-11-13,SVK,,,,,
602,Matthew Breen,1976-06-12,AUS,,,,,
603,Yuriy Schukin,1979-06-26,KAZ,,,,,
604,Todd Perry,1976-03-17,AUS,,,,,
605,Ignacio Hirigoyen,1976-01-23,ARG,,,,,
606,Helge Koll-Frafjord,1975-05-31,NOR,,,,,
607,Johan Settergren,1978-04-22,SWE,,,,,
608,Patricio Arquez,1980-04-12,ARG,,,,,
609,Dmitry Tursunov,1982-12-12,RUS,,,,,
610,Omar Alawadhi,1982-01-16,UAE,,,,,
611,Flavio Saretta,1980-06-28,BRA,,,,,
612,Robby Ginepri,1982-10-07,USA,,,,,
613,Chemseddine Belal,1977-10-10,MAR,,,,,
614,Jan Vacek,1976-05-10,CZE,,,,,
615,Tiago Vinhas-Sousa,1978-11-14,POR,,,,,
616,Albert Montanes,1980-11-26,ESP,,,,,
617,Frantisek Cermak,1976-11-14,CZE,,,,,
618,Daniel Melo,1977-07-04,BRA,,,,,
619,Filippo Volandri,1981-09-05,ITA,,,,,
620,Ivaylo Traykov,1978-12-17,BUL,,,,,
621,Stefano Galvani,1977-06-03,ITA,,,,,
625,Gilles Elseneer,1978-03-06,BEL,,,,,
626,Yves Allegro,1978-08-24,SUI,,,,,
627,Mark Hilton,1981-04-20,GBR,,,,,
628,Julian Knowle,1974-04-29,AUT,,,,,
629,Dmitri Vlasov,1982-07-11,RUS,,,,,
630,Mario Radic,1982-01-14,CRO,,,,,
631,Marc Lopez,1982-07-31,ESP,,,,,
632,Marko Tkalec,1977-03-17,SLO,,,,,
633,Iztok Bozic,1971-09-27,SLO,,,,,
634,Alexander Peya,1980-06-27,AUT,,,,,
635,Krystian Pfeiffer,1978-12-03,POL,,,,,
636,Carlos Cuadrado,1983-06-01,ESP,,,,,
637,Zack Fleishman,1980-03-17,USA,,,,,
638,Alex Jr. Bogomolov,1983-04-23,RUS,,,,,
639,Jack Brasington,1976-09-09,USA,,,,,
640,Sebastien de Chaunac,1977-10-07,FRA,,,,,
641,Ruben Ramirez-Hidalgo,1978-01-06,ESP,,,,,
642,Ricardo Mello,1980-12-21,BRA,,,,,
643,Thiago Alves,1982-05-22,BRA,,,,,
644,Robbie Koenig,1971-07-05,RSA,,,,,
645,John Hui,1978-01-03,HKG,,,,,
646,Javier Garcia-Sintes,1979-05-02,ESP,,,,,
647,Hiroki Kondo,1982-11-05,JPN,,,,,
648,Radim Zitko,1978-12-08,CZE,,,,,
649,Danai Udomchoke,1981-08-11,THA,,,,,
650,Julien Benneteau,1981-12-20,FRA,,,,,
651,Mikhail Elgin,1981-10-14,RUS,,,,,
652,Robin Soderling,1984-08-14,SWE,,,,,
653,Thomas Dupre,1974-06-09,FRA,,,,,
654,Nasser-Ghanim Al Khulaifi,1973-11-12,QAT,,,,,
655,Ivo Karlovic,1979-02-28,CRO,,,,,
656,Takahiro Terachi,1979-07-08,JPN,,,,,
657,Shan Jiang,1980-10-08,CHN,,,,,
658,Daniel Willman,1975-03-18,NZL,,,,,
659,Olivier Patience,1980-03-25,FRA,,,,,
660,Todd Reid,1984-06-03,AUS,,,,,
661,Denis Gremelmayr,1981-08-16,GER,,,,,
662,Marc Gicquel,1977-03-30,FRA,,,,,
663,Thierry Ascione,1981-01-17,FRA,,,,,
664,Julio Silva,1979-07-01,BRA,,,,,
665,Guillermo Hormazabal,1985-02-19,CHI,,,,,
666,Marcos Daniel,1978-07-04,BRA,,,,,
667,Edgardo Massa,1981-03-22,ARG,,,,,
668,Leonardo Olguin,1975-10-08,ARG,,,,,
669,Vasilis Mazarakis,1980-02-09,GRE,,,,,
670,Mario Ancic,1984-03-30,CRO,,,,,
671,Nuno Matias,1977-12-08,POR,,,,,
672,Fernando Verdasco,1983-11-15,ESP,,,,,
673,David Ferrer,1982-04-02,ESP,,,,,
674,Richard Gasquet,1986-06-18,FRA,375,125,0,125,0
675,Didac Perez-Minarro,1981-09-07,ESP,,,,,
676,Mariano Albert-Ferrando,1982-04-26,ESP,,,,,
677,Rafael Nadal,1986-06-03,ESP,,,,,
678,Philipp Kohlschreiber,1983-10-16,GER,,,,,
679,Johannes Ager,1984-03-10,AUT,,,,,
680,Ivan Miranda,1980-03-08,PER,,,,,
681,Julien Varlet,1977-09-08,FRA,,,,,
682,Amir Hadad,1978-02-17,ISR,,,,,
683,Martin Vassallo Arguello,1980-02-10,ARG,,,,,
684,Alex Bogdanovic,1984-05-22,GBR,,,,,
685,Gilles Muller,1983-05-09,LUX,,,,,
686,Wesley Moodie,1979-02-14,RSA,,,,,
687,Jeff Coetzee,1977-04-25,RSA,,,,,
688,Alan Mackin,1981-08-11,GBR,,,,,
689,Juan-Pablo Guzman,1981-01-29,ARG,,,,,
690,Brian Vahaly,1979-07-19,USA,,,,,
691,Konstantinos Economidis,1977-11-02,GRE,,,,,
692,Alexander Waske,1975-03-31,GER,,,,,
693,Karol Beck,1982-04-03,SVK,,,,,
694,Filip Prpic,1982-05-26,SWE,,,,,
695,Victor Hanescu,1981-07-21,ROU,,,,,
696,Gorka Fraile,1978-04-07,ESP,,,,,
697,Nicolas Todero,1979-04-15,ARG,,,,,
698,Adam Kennedy,1983-02-09,AUS,,,,,
699,Radoslav Nijaki,1982-01-25,POL,,,,,
700,Bartlomiej Dabrowski,1972-08-20,POL,,,,,
701,Kepler Orellana,1977-10-08,VEN,,,,,
702,Vinicius Bortolatto,1982-02-27,BRA,,,,,
703,Jean-Christophe Faurel,1981-03-06,FRA,,,,,
704,Andre Santos,1981-11-16,BRA,,,,,
705,Ronaldo Carvalho,1979-02-28,BRA,,,,,
706,Christian Kordasz,1978-07-31,ARG,,,,,
707,Diego Veronelli,1979-12-05,ARG,,,,,
708,Fred Hemmes,1981-01-28,NED,,,,,
709,Pedro Braga,1975-02-27,BRA,,,,,
710,Alessandro Camarco,1982-04-25,BRA,,,,,
711,Sergio Bruni,1982-12-04,BRA,,,,,
712,Simon Greul,1981-04-13,GER,,,,,
713,K.J. Hippensteel,1980-05-08,USA,,,,,
714,Peter Luczak,1979-08-31,AUS,,,,,
715,Bjorn Rehnquist,1978-01-05,SWE,,,,,
716,Robert Kendrick,1979-11-15,USA,,,,,
717,Florent Serra,1981-02-28,FRA,,,,,
718,Donny Opici,1979-03-29,USA,,,,,
719,K. J. Weiss,1980-02-16,USA,,,,,
720,Torsten Riedel,1965-09-23,GER,,,,,
721,Sascha Hesse,1979-08-25,GER,,,,,
722,Robin Vik,1980-02-05,CZE,,,,,
723,Orest Tereshchuk,1981-08-18,UKR,,,,,
724,Mariusz Fyrstenberg,1980-07-08,POL,,,,,
725,Daniel Andersson,1976-12-28,SWE,,,,,
726,Aleksandar Jerinkic,1981-12-15,SRB,,,,,
727,Slimane Saoudi,1975-07-23,ALG,,,,,
728,Janko Tipsarevic,1984-06-22,SRB,,,,,
729,Petr Dezort,1975-01-17,CZE,,,,,
730,Vladimir Obradovic,1981-02-04,SRB,,,,,
731,Vukasin Jankovic,1981-10-08,YUG,,,,,
732,Darko Madjarovski,1983-06-17,SRB,,,,,
733,Jaroslav Levinsky,1981-02-11,CZE,,,,,
734,Eric Nunez,1982-04-09,USA,,,,,
735,Brian Baker,1985-04-30,USA,,,,,
736,Giovanni Lapentti,1983-01-25,ECU,,,,,
737,Jerry Makowski,1984-09-10,USA,,,,,
738,Jeff Williams,1978-01-12,USA,,,,,
739,Doug Bohaboy,1976-09-25,USA,,,,,
740,Chris Magyary,1976-03-14,USA,,,,,
741,Ken Veney,1967-07-01,AUS,,,,,
742,Tomas Cakl,1981-04-25,CZE,,,,,
743,Christian Dillschneider,1976-04-25,SUI,,,,,
744,Uros Vico,1981-02-19,ITA,,,,,
745,Michael Berrer,1980-07-01,GER,,,,,
746,Bastian Gronefeld,1983-02-23,GER,,,,,
747,Sebastian Jaeger,1980-07-25,GER,,,,,
748,Michal Przysiezny,1984-02-16,POL,,,,,
749,Lukasz Kubot,1982-05-16,POL,,,,,
750,Dominique Coene,1982-01-23,BEL,,,,,
751,Pavel Snobel,1980-02-28,CZE,,,,,
752,Michal Gawlowski,1975-07-28,POL,,,,,
753,Cedric Lenoir,1972-04-18,FRA,,,,,
754,Aisam Qureshi,1980-03-17,PAK,,,,,
755,Benjamin Kohlloeffel,1982-03-13,GER,,,,,
756,Alessio di Mauro,1977-08-09,ITA,,,,,
757,Kristof Vliegen,1982-06-22,BEL,,,,,
758,Nikolai Soloviev,1986-05-04,RUS,,,,,
759,Olivier Mauger,1981-04-23,FRA,,,,,
760,Philipp Petzschner,1984-03-24,GER,,,,,
761,Simon Stadler,1983-07-20,GER,,,,,
762,Yen-Hsun Lu,1983-08-14,TPE,,,,,
763,Jimmy Wang,1985-02-08,TPE,,,,,
764,Minh-Quan Do,1984-01-07,VIE,,,,,
765,Chi-Khuong Huynh,1982-12-14,VIE,,,,,
766,Suwandi Suwandi,1976-08-21,INA,,,,,
767,Melvyn Op Der Heijde,1975-06-11,NED,,,,,
768,Attapol Rithiwattanapong,1980-05-04,THA,,,,,
769,Yasuke Egawa,1982-02-19,JPN,,,,,
770,Yasuo Miyazaki,1981-08-29,JPN,,,,,
771,Martin Emmrich,1984-12-17,GER,,,,,
772,Branislav Repa,1984-03-05,SVK,,,,,
773,Lars Uebel,1980-10-14,GER,,,,,
774,Iphton Louis,1975-04-28,HAI,,,,,
775,Marco Chiudinelli,1981-09-10,SUI,,,,,
776,Peter Clarke,1979-07-08,IRL,,,,,
777,James Auckland,1980-04-01,GBR,,,,,
778,Chris Guccione,1985-07-30,AUS,,,,,
779,Rik de Voest,1980-06-05,RSA,,,,,
780,John Doran,1978-05-16,IRL,,,,,
781,Or Dekel,1980-12-20,ISR,,,,,
782,Raphael Durek,1984-02-02,AUS,,,,,
783,Louis Vosloo,1978-01-29,RSA,,,,,
784,Atsuo Ogawa,1984-03-25,JPN,,,,,
785,Mariano Delfino,1977-09-30,ARG,,,,,
786,Parsa Samii,1978-01-16,USA,,,,,
787,Alberto Koffman,1983-12-29,ARG,,,,,
788,Miguel Gallardo-Valles,1981-07-08,MEX,,,,,
789,Simon Rea,1982-07-18,NZL,,,,,
790,James Shortall,1979-12-25,NZL,,,,,
791,Andreas Seppi,1984-02-21,ITA,,,,,
792,Toufik Hadj-Slimane,1984-05-07,ALG,,,,,
793,Fabio Docche,1984-03-14,ITA,,,,,
794,Massimo Bosa,1984-06-23,ITA,,,,,
795,Leonardo Azzaro,1978-05-30,ITA,,,,,
796,Gustavo Marcaccio,1977-05-03,ARG,,,,,
797,Phillip Harboe,1982-07-20,CHI,,,,,
798,Marcelo Amador,1980-09-27,MEX,,,,,
799,Bruno Echagaray,1983-05-08,MEX,,,,,
800,Juan-Manuel Elizondo,1983-06-08,MEX,,,,,
801,Santiago Gonzalez,1983-02-24,MEX,,,,,
802,Nicola Bruno,1971-01-26,ITA,,,,,
803,Issam Jellali,1981-03-22,TUN,,,,,
804,Lukas Dlouhy,1983-04-09,CZE,,,,,
805,Walid Jallali,1978-06-30,TUN,,,,,
806,Travis Rettenmaier,1983-08-06,USA,,,,,
807,Aaron Badart,1982-09-17,USA,,,,,
808,Christian Perrone,1983-05-18,ITA,,,,,
809,Sergio Parente-Vazquez,1979-09-29,ESP,,,,,
810,Stefano Dolce,1981-04-07,ITA,,,,,
811,James Collieson,1977-03-22,BER,,,,,
812,Giancarlo Petrazzuolo,1980-08-07,ITA,,,,,
813,Pietro Ansaldo,1984-02-28,ITA,,,,,
814,Potito Starace,1981-07-14,ITA,,,,,
815,Antonio Pastorino,1982-06-14,ARG,,,,,
816,Marco de Sanctis,1984-10-26,ITA,,,,,
817,Adriano Albanesi,1981-06-21,ITA,,,,,
818,Matija Zgaga,1983-04-30,SLO,,,,,
819,Bostjan Osabnik,1982-08-07,SLO,,,,,
820,Dmitri Sitak,1983-03-04,RUS,,,,,
821,Sarvar Ikramov,1985-01-10,UZB,,,,,
822,Dmitri Mazur,1979-09-08,UZB,,,,,
823,Murad Inoyatov,1984-11-13,UZB,,,,,
824,Igor Zelenay,1982-10-02,SVK,,,,,
825,Peter Capkovic,1983-02-01,SVK,,,,,
826,Artemon Apostu-Efremov,1979-06-19,ROU,,,,,
828,Anton Kokurin,1980-04-16,UZB,,,,,
829,Dimitri Lorin,1975-08-24,FRA,,,,,
830,Dirk Stegmann,1983-03-08,RSA,,,,,
831,Tomas Berdych,1985-09-17,CZE,,,,,
832,Dusan Karol,1983-05-19,CZE,,,,,
833,Aaron Marchetti,1976-12-15,USA,,,,,
834,Tripp Phillips,1977-08-26,USA,,,,,
835,Andres Pedroso,1979-02-21,USA,,,,,
836,Ivan Navarro,1981-10-19,ESP,,,,,
837,David Villanueva-Perez,1985-03-29,ESP,,,,,
838,Daniel Gimeno-Traver,1985-08-07,ESP,,,,,
839,Miguel-Angel Lopez Jaen,1982-11-29,ESP,,,,,
840,Roko Karanusic,1982-09-05,CRO,,,,,
841,Ivan Cinkus,1980-02-19,CRO,,,,,
842,Alexej Beljajev,1985-06-24,SVK,,,,,
843,Zsolt Tatar,1981-08-18,HUN,,,,,
844,Jochen Matschke,1985-07-05,GER,,,,,
845,Juan-Pablo Brzezicki,1982-04-12,ARG,,,,,
846,Gabor Jaross,1979-02-03,HUN,,,,,
847,Jan Weinzierl,1973-05-01,GER,,,,,
848,Stefan Wauters,1982-03-12,BEL,,,,,
849,Filippo Figliomeni,1986-08-04,ITA,,,,,
850,Oscar Hernandez,1978-04-10,ESP,,,,,
851,Branislav Sekac,1979-09-03,SVK,,,,,
852,Antonio Gramaglia,1980-05-26,ITA,,,,,
853,Gabriel Trujillo-Soler,1979-09-30,ESP,,,,,
854,Florian Mayer,1983-10-05,GER,,,,,
855,Jan Minar,1981-04-09,CZE,,,,,
856,Michal Navratil,1982-11-20,CZE,,,,,
857,Diego Ayala,1979-04-29,USA,,,,,
858,Keith From,1980-04-28,USA,,,,,
859,Jose de Armas,1981-03-25,VEN,,,,,
860,Xavier Luscan,1979-09-11,FRA,,,,,
861,Lazar Magdincev,1980-12-15,MKD,,,,,
862,Massimo Dell'Acqua,1979-09-06,ITA,,,,,
863,Dieter Kindlmann,1982-06-03,GER,,,,,
864,Paul Capdeville,1983-04-02,CHI,,,,,
865,Julio Peralta,1981-09-09,CHI,,,,,
866,Mark Joachim,1973-05-10,GER,,,,,
867,Roman Valent,1983-07-08,SUI,,,,,
868,Alessandro Da Col,1978-03-11,ITA,,,,,
869,Michael Lammer,1982-03-25,SUI,,,,,
870,Benjamin Cassaigne,1976-04-02,FRA,,,,,
871,Trent Aaron,1969-06-25,USA,,,,,
872,Carl-Philip Hagman,1980-04-05,DEN,,,,,
873,Kenneth Tuilier-Curco,1983-07-07,AND,,,,,
874,Joan Jimenez-Guerra,1978-01-24,AND,,,,,
875,Mischa Zverev,1987-08-22,GER,,,,,
876,Vitali Chvets,1981-01-01,BLR,,,,,
877,Luca Fereghino,1981-11-19,ITA,,,,,
878,Vladimir Pavicevic,1977-02-26,MNE,,,,,
879,Santiago Ventura,1980-01-05,ESP,,,,,
880,Francisco Fogues-Domenech,1977-08-06,ESP,,,,,
881,Sebastian Fitz,1979-08-12,GER,,,,,
882,Andreas Beck,1986-02-05,GER,,,,,
883,David Sherwood,1980-05-06,GBR,,,,,
884,Rohan Bopanna,1980-03-04,IND,,,,,
885,Simon Dickson,1981-02-25,GBR,,,,,
886,Graydon Oliver,1978-06-15,USA,,,,,
887,Radoslav Lukaev,1982-04-27,BUL,,,,,
888,David Mcnamara,1976-06-26,AUS,,,,,
889,Brandon Hawk,1979-09-03,USA,,,,,
890,Andrew Nisker,1978-08-21,CAN,,,,,
891,Frank Dancevic,1984-09-26,CAN,,,,,
892,Tasuku Iwami,1978-07-09,JPN,,,,,
893,Kornel Bardoczky,1978-07-05,HUN,,,,,
894,Tobias Huelsen,1982-08-30,GER,,,,,
895,Xavier Pujo,1977-12-05,FRA,,,,,
896,Sander Hommel,1977-03-19,NED,,,,,
897,Boy Wijnmalen,1982-05-03,NED,,,,,
898,Matias Boeker,1980-12-11,USA,,,,,
899,John-Paul Fruttero,1981-04-30,USA,,,,,
900,Michael Quintero,1980-07-11,COL,,,,,
901,Luke Bourgeois,1977-03-03,AUS,,,,,
902,Jonathan Marray,1981-03-10,GBR,,,,,
903,Maxime Boye,1976-03-06,FRA,,,,,
904,Alexander Sikanov,1978-01-13,RUS,,,,,
905,Sergei Pozdnev,1982-02-15,RUS,,,,,
906,Dmitri Lomakin,1984-04-06,RUS,,,,,
907,Ruslan Nurmatov,1981-09-09,RUS,,,,,
908,Alexander Pavlioutchenkov,1985-12-03,RUS,,,,,
909,Artem Sitak,1986-02-08,NZL,,,,,
910,Sergei Krotiouk,1978-06-21,RUS,,,,,
911,Sergei Demekhine,1984-03-30,RUS,,,,,
912,Alexei Ivanov,1985-01-05,RUS,,,,,
913,Valentin Kasatkin,1985-11-29,RUS,,,,,
914,Philipp Mukhometov,1983-11-25,RUS,,,,,
915,Aleksandr Yarmola,1978-10-06,UKR,,,,,
916,Emin Agaev,1979-05-14,AZE,,,,,
917,Pavel Ivanov,1983-10-01,RUS,,,,,
918,Teimuraz Gabashvili,1985-05-23,RUS,,,,,
920,Jan Hajek,1983-08-07,CZE,,,,,
921,Michal Mertinak,1979-10-11,SVK,,,,,
922,Mike Scheidweiler,1981-11-14,LUX,,,,,
923,Rodrigo Monte,1976-06-14,BRA,,,,,
924,Marian Podeprel,1983-12-21,CZE,,,,,
925,Juraj Hasko,1978-01-19,SVK,,,,,
926,Roberto Alvarez,1971-02-23,ARG,,,,,
927,Adam Vejmelka,1985-09-15,CZE,,,,,
928,Gergely Kisgyorgy,1976-03-08,HUN,,,,,
929,Martin Schulhauser,1985-05-05,CZE,,,,,
930,Alexandre Bonatto,1984-08-10,BRA,,,,,
931,Maximilian Abel,1982-02-28,GER,,,,,
932,Helio Steiner,1984-05-02,BRA,,,,,
933,Bruno Rosa,1986-02-14,BRA,,,,,
934,Diego Cubas,1986-03-14,BRA,,,,,
935,Carlos Berlocq,1983-02-03,ARG,,,,,
936,Paul Logtens,1979-11-07,NED,,,,,
937,Jerome Haehnel,1980-07-14,FRA,,,,,
938,Janne Ojala,1977-09-07,FIN,,,,,
939,Mattias Hellstrom,1978-02-21,SWE,,,,,
940,Timo Nieminen,1981-10-06,FIN,,,,,
941,Lauri Kiiski,1980-10-10,FIN,,,,,
942,Todor Enev,1982-02-08,BUL,,,,,
943,Sunil-Kumar Sipaeya,1983-04-04,IND,,,,,
944,Ajay Ramaswami,1980-06-07,IND,,,,,
945,Srinath Prahlad,1973-08-01,IND,,,,,
946,Vijay Kannan,1980-02-04,IND,,,,,
947,Mustafa Ghouse,1980-08-19,IND,,,,,
948,Prakash Amritraj,1983-10-02,IND,,,,,
949,Mohammed-Ali Al Saoud,1976-07-25,QAT,,,,,
950,Mubarak Al Tobaishi,1982-09-13,QAT,,,,,
951,Mohammed-Saadon Al Kawari,1983-07-21,QAT,,,,,
952,Juan-Ignacio Carrasco,1974-07-09,ESP,,,,,
953,Simon Aspelin,1974-05-11,SWE,,,,,
954,Mohammed Abdulla,1985-05-23,QAT,,,,,
955,Robert Cheyne,1976-10-20,NZL,,,,,
956,Morgan Wilson,1984-08-11,AUS,,,,,
957,Ryan Henry,1984-10-14,AUS,,,,,
958,Matteo Colla,1975-11-23,ITA,,,,,
959,Mattia Livraghi,1981-09-21,ITA,,,,,
960,Giuseppe Menga,1976-06-17,ITA,,,,,
961,Guillermo Garcia-Lopez,1983-06-04,ESP,,,,,
962,Andrea Stoppini,1980-02-29,ITA,,,,,
963,Fabio Colangelo,1981-08-25,ITA,,,,,
964,Matteo Gotti,1978-06-04,ITA,,,,,
965,Andrew Florent,1970-10-24,AUS,,,,,
966,Mads Gottlieb,1980-01-08,DEN,,,,,
967,Morgan Thempler,1977-08-04,DEN,,,,,
968,Michael Rasmussen,1981-03-25,DEN,,,,,
969,Morten Schultz,1983-02-01,DEN,,,,,
970,Frederik Nielsen,1983-08-27,DEN,,,,,
971,Andreas Petersen,1984-04-02,DEN,,,,,
972,Soren Spanner,1982-06-22,DEN,,,,,
973,Daniel Schalen,1980-07-13,SWE,,,,,
974,Rasmus Norby,1982-09-10,DEN,,,,,
975,Xavier Audouy,1975-04-25,FRA,,,,,
976,Julien Cassaigne,1982-01-14,FRA,,,,,
977,Johan Rousseaux,1977-08-04,FRA,,,,,
978,Sebastien Lami,1977-09-10,FRA,,,,,
979,John Thivolle,1980-11-01,FRA,,,,,
980,Daniel Lencina-Ribes,1977-02-05,LTU,,,,,
981,Thierry Roggi,1980-01-05,FRA,,,,,
982,Gwaneal Gueit,1976-10-29,FRA,,,,,
983,Mohamed-Sekou Drame,1981-05-05,FRA,,,,,
984,Miguel Miranda,1977-03-19,CHI,,,,,
985,Jaime Fillol,1976-11-03,CHI,,,,,
986,Luciano Vitullo,1983-03-02,ARG,,,,,
987,Richard Magney,1981-02-04,AUS,,,,,
988,Mark Dietrich,1982-08-07,USA,,,,,
989,Guillermo Carter,1977-07-04,MEX,,,,,
990,Nathan Healey,1980-02-27,AUS,,,,,
991,Devin Bowen,1972-05-18,USA,,,,,
992,Eric Basica,1981-05-09,USA,,,,,
993,Michael Jessup,1976-03-14,USA,,,,,
994,Mark Keil,1967-06-03,USA,,,,,
995,Witold Cudny,1977-12-25,POL,,,,,
996,Brandon Coupe,1972-04-11,USA,,,,,
997,James Pade,1984-03-17,USA,,,,,
998,Jeff Greenwald,1966-11-10,USA,,,,,
999,Gregg Hill,1977-09-26,USA,,,,,
1000,Chris Stewart,1983-03-04,AUS,,,,,
1001,Kean Feeder,1984-09-14,USA,,,,,
1002,Clint Letcher,1983-01-09,AUS,,,,,
1003,Farrukh Dustov,1986-05-22,UZB,,,,,
1004,David Macpherson,1967-07-03,AUS,,,,,
1005,Matt Klinger,1979-07-17,CAN,,,,,
1006,Pim van Mele,1981-10-14,BEL,,,,,
1007,Pavel Joromsky,1975-04-08,RUS,,,,,
1008,Olivier Charroin,1982-03-10,FRA,,,,,
1009,Nick Rainey,1980-12-07,USA,,,,,
1010,Enzo Artoni,1976-01-27,ITA,,,,,
1011,Marius Barnard,1969-01-20,RSA,,,,,
1012,Mohamed Dakki,1979-09-30,MAR,,,,,
1013,Mario Munoz-Bejarano,1980-08-03,ESP,,,,,
1014,Rabie Chaki,1982-04-14,MAR,,,,,
1015,Jalal Chafai-Alaoui,1980-01-22,MAR,,,,,
1016,Mehdi Daouki,1981-06-09,MAR,,,,,
1017,Francisco Bou-Alameda,1979-01-27,ESP,,,,,
1018,Rui Machado,1984-04-10,POR,,,,,
1019,Andre Mota,1974-03-04,POR,,,,,
1020,Jeremy Moreira,1983-01-01,POR,,,,,
1021,Joao Zilhao,1974-11-28,POR,,,,,
1022,Pedro Pereira,1976-01-02,POR,,,,,
1023,Tiago Godinho,1984-08-13,POR,,,,,
1024,Jorge Laranjeiro,1983-05-31,POR,,,,,
1025,Helder Lopes,1977-08-07,POR,,,,,
1026,Andre Lopes,1978-06-08,POR,,,,,
1027,Vasco Antunes,1986-04-16,POR,,,,,
1028,Goncalo Pereira,1984-09-06,POR,,,,,
1029,Nelson Almeida,1979-09-06,ANG,,,,,
1030,Frederico Marques,1986-09-04,POR,,,,,
1031,Hugo Anao,1984-02-08,POR,,,,,
