lane,reason,player1_name,player2_name,player1_normalized,player2_normalized,capture_date_first,capture_date_last,snapshot_count,source_files,details
Challenger,result_not_found_in_window,Michael Vrbensky,Nikoloz Basilashvili,michael vrbensky,nikoloz basilashvili,2026-07-27,2026-07-27,4,pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv,2026-07-28
Challenger,result_not_found_in_window,Michele Ribecai,Juan Bautista Torres,michele ribecai,juan bautista torres,2026-07-27,2026-07-27,14,pinnacle-history-20260727-154041.csv|pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv,2026-07-28
Challenger,result_not_found_in_window,Mili Poljicak,Enrico Dalla Valle,mili poljicak,enrico dalla valle,2026-07-27,2026-07-27,4,pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv,2026-07-28
Challenger,result_not_found_in_window,Murkel Dellien,Alex Santino Nunez Vera,murkel dellien,alex santino nunez vera,2026-03-18,2026-03-18,1,pinnacle-history-20260318-000205.csv,
Challenger,result_not_found_in_window,Murphy Cassone,Charles Broom,murphy cassone,charles broom,2026-07-21,2026-07-21,12,pinnacle-history-20260721-085736.csv|pinnacle-history-20260721-085756.csv|pinnacle-history-20260721-091205.csv|pinnacle-history-20260721-092729.csv|pinnacle-history-20260721-092754.csv|pinnacle-history-20260721-095729.csv|pinnacle-history-20260721-102729.csv|pinnacle-history-20260721-105731.csv|pinnacle-history-20260721-142735.csv|pinnacle-history-20260721-145744.csv|pinnacle-history-20260721-152733.csv|pinnacle-history-20260721-155730.csv,2026-07-21
Challenger,result_not_found_in_window,Naoya Honda,Philip Sekulic,naoya honda,philip sekulic,2026-05-18,2026-05-19,27,pinnacle-history-20260518-152126.csv|pinnacle-history-20260518-155006.csv|pinnacle-history-20260518-162003.csv|pinnacle-history-20260518-165007.csv|pinnacle-history-20260518-172004.csv|pinnacle-history-20260518-175005.csv|pinnacle-history-20260518-182012.csv|pinnacle-history-20260518-185004.csv|pinnacle-history-20260518-192142.csv|pinnacle-history-20260518-195007.csv|pinnacle-history-20260518-202008.csv|pinnacle-history-20260518-205005.csv|pinnacle-history-20260518-212016.csv|pinnacle-history-20260518-215307.csv|pinnacle-history-20260518-222138.csv|pinnacle-history-20260518-225020.csv|pinnacle-history-20260518-230228.csv|pinnacle-history-20260518-232010.csv|pinnacle-history-20260519-090433.csv|pinnacle-history-20260519-090756.csv|pinnacle-history-20260519-092002.csv|pinnacle-history-20260519-093430.csv|pinnacle-history-20260519-095005.csv|pinnacle-history-20260519-101206.csv|pinnacle-history-20260519-103458.csv|pinnacle-history-20260519-110607.csv|pinnacle-history-20260519-113438.csv,
Challenger,result_not_found_in_window,Nicolas Jarry,Jaime Faria,nicolas jarry,jaime faria,2026-04-15,2026-04-16,27,pinnacle-history-20260415-163020.csv|pinnacle-history-20260415-170018.csv|pinnacle-history-20260415-173028.csv|pinnacle-history-20260415-180024.csv|pinnacle-history-20260415-183019.csv|pinnacle-history-20260415-190049.csv|pinnacle-history-20260415-193037.csv|pinnacle-history-20260415-200019.csv|pinnacle-history-20260415-203016.csv|pinnacle-history-20260415-210021.csv|pinnacle-history-20260415-213012.csv|pinnacle-history-20260415-220013.csv|pinnacle-history-20260415-223138.csv|pinnacle-history-20260415-230607.csv|pinnacle-history-20260416-090033.csv|pinnacle-history-20260416-090830.csv|pinnacle-history-20260416-093032.csv|pinnacle-history-20260416-100013.csv|pinnacle-history-20260416-103025.csv|pinnacle-history-20260416-110028.csv|pinnacle-history-20260416-113039.csv|pinnacle-history-20260416-120021.csv|pinnacle-history-20260416-123016.csv|pinnacle-history-20260416-130015.csv|pinnacle-history-20260416-133015.csv|pinnacle-history-20260416-140015.csv|pinnacle-history-20260416-143016.csv,
Challenger,result_not_found_in_window,Nikolas Sanchez-Izquierdo,Max Houkes,nikolas sanchez izquierdo,max houkes,2026-04-11,2026-04-12,2,pinnacle-history-20260411-230431.csv|pinnacle-history-20260412-091456.csv,
Challenger,result_not_found_in_window,Nikolas Sanchez-Izquierdo,Ugo Blanchet,nikolas sanchez izquierdo,ugo blanchet,2026-03-23,2026-03-23,1,pinnacle-history-20260323-110530.csv,
Challenger,result_not_found_in_window,Noah Zamora,Karl Poling,noah zamora,karl poling,2026-07-19,2026-07-19,24,pinnacle-history-20260719-092316.csv|pinnacle-history-20260719-093510.csv|pinnacle-history-20260719-094505.csv|pinnacle-history-20260719-100511.csv|pinnacle-history-20260719-101506.csv|pinnacle-history-20260719-103509.csv|pinnacle-history-20260719-104506.csv|pinnacle-history-20260719-110512.csv|pinnacle-history-20260719-113541.csv|pinnacle-history-20260719-120535.csv|pinnacle-history-20260719-123510.csv|pinnacle-history-20260719-130512.csv|pinnacle-history-20260719-133512.csv|pinnacle-history-20260719-140515.csv|pinnacle-history-20260719-143508.csv|pinnacle-history-20260719-150508.csv|pinnacle-history-20260719-153510.csv|pinnacle-history-20260719-160508.csv|pinnacle-history-20260719-163504.csv|pinnacle-history-20260719-170505.csv|pinnacle-history-20260719-173506.csv|pinnacle-history-20260719-180507.csv|pinnacle-history-20260719-183507.csv|pinnacle-history-20260719-190506.csv,2026-07-19
Challenger,result_not_found_in_window,Norbert Gombos,Matyas Cerny,norbert gombos,matyas cerny,2026-07-28,2026-07-28,3,pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-133454.csv,2026-07-28
Challenger,result_not_found_in_window,Nuno Borges,Marcos Giron,nuno borges,marcos giron,2026-03-14,2026-03-14,1,pinnacle-history-20260314-000014.csv,
Challenger,result_not_found_in_window,Olle Wallin,Lorenzo Giustino,olle wallin,lorenzo giustino,2026-07-27,2026-07-28,8,pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv,2026-07-28
Challenger,result_not_found_in_window,Otto Virtanen,Aleksandar Vukic,otto virtanen,aleksandar vukic,2026-06-03,2026-06-04,7,pinnacle-history-20260603-234435.csv|pinnacle-history-20260604-085634.csv|pinnacle-history-20260604-090921.csv|pinnacle-history-20260604-092629.csv|pinnacle-history-20260604-095630.csv|pinnacle-history-20260604-102630.csv|pinnacle-history-20260604-105629.csv,2026-06-04
Challenger,result_not_found_in_window,Pablo Martinez Gomez,Gonzalo Bueno,pablo martinez gomez,gonzalo bueno,2026-07-27,2026-07-28,8,pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv,2026-07-28
Challenger,result_not_found_in_window,Pavel Kotov,Daniel Elahi Galan,pavel kotov,daniel elahi galan,2026-07-27,2026-07-28,13,pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv|pinnacle-history-20260728-103646.csv|pinnacle-history-20260728-111126.csv|pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv,2026-07-28
Challenger,result_not_found_in_window,Philip Sekulic,Anton Shepp,philip sekulic,anton shepp,2026-07-26,2026-07-26,19,pinnacle-history-20260726-143544.csv|pinnacle-history-20260726-144410.csv|pinnacle-history-20260726-150543.csv|pinnacle-history-20260726-151409.csv|pinnacle-history-20260726-153542.csv|pinnacle-history-20260726-160542.csv|pinnacle-history-20260726-163543.csv|pinnacle-history-20260726-170543.csv|pinnacle-history-20260726-173545.csv|pinnacle-history-20260726-180542.csv|pinnacle-history-20260726-183541.csv|pinnacle-history-20260726-190544.csv|pinnacle-history-20260726-193541.csv|pinnacle-history-20260726-200541.csv|pinnacle-history-20260726-203541.csv|pinnacle-history-20260726-210545.csv|pinnacle-history-20260726-213753.csv|pinnacle-history-20260726-220542.csv|pinnacle-history-20260726-223545.csv,2026-07-26|2026-07-27
Challenger,result_not_found_in_window,Philip Sekulic,Clement Chidekh,philip sekulic,clement chidekh,2026-07-28,2026-07-28,5,pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-28
Challenger,result_not_found_in_window,Philip Sekulic,Mitchell Krueger,philip sekulic,mitchell krueger,2026-05-26,2026-05-26,21,pinnacle-history-20260526-084308.csv|pinnacle-history-20260526-091359.csv|pinnacle-history-20260526-093917.csv|pinnacle-history-20260526-094309.csv|pinnacle-history-20260526-100613.csv|pinnacle-history-20260526-101340.csv|pinnacle-history-20260526-103614.csv|pinnacle-history-20260526-104310.csv|pinnacle-history-20260526-110608.csv|pinnacle-history-20260526-111313.csv|pinnacle-history-20260526-113613.csv|pinnacle-history-20260526-114312.csv|pinnacle-history-20260526-120822.csv|pinnacle-history-20260526-121310.csv|pinnacle-history-20260526-123621.csv|pinnacle-history-20260526-124320.csv|pinnacle-history-20260526-131308.csv|pinnacle-history-20260526-134307.csv|pinnacle-history-20260526-141308.csv|pinnacle-history-20260526-144312.csv|pinnacle-history-20260526-151309.csv,
Challenger,result_not_found_in_window,Rei Sakamoto,Gianluca Cadenasso,rei sakamoto,gianluca cadenasso,2026-04-28,2026-04-29,19,pinnacle-history-20260428-170644.csv|pinnacle-history-20260428-173610.csv|pinnacle-history-20260428-180615.csv|pinnacle-history-20260428-183605.csv|pinnacle-history-20260428-190609.csv|pinnacle-history-20260428-193608.csv|pinnacle-history-20260428-200611.csv|pinnacle-history-20260428-203612.csv|pinnacle-history-20260428-210625.csv|pinnacle-history-20260428-213612.csv|pinnacle-history-20260428-220611.csv|pinnacle-history-20260428-223651.csv|pinnacle-history-20260428-230613.csv|pinnacle-history-20260428-233717.csv|pinnacle-history-20260429-070600.csv|pinnacle-history-20260429-073232.csv|pinnacle-history-20260429-073555.csv|pinnacle-history-20260429-080229.csv|pinnacle-history-20260429-083230.csv,
Challenger,result_not_found_in_window,Roberto Carballes Baena,Vilius Gaubas,roberto carballes baena,vilius gaubas,2026-03-24,2026-03-24,1,pinnacle-history-20260324-110440.csv,
Challenger,result_not_found_in_window,Robin Catry,Beibit Zhukayev,robin catry,beibit zhukayev,2026-03-31,2026-03-31,1,pinnacle-history-20260331-001406.csv,
Challenger,result_not_found_in_window,Ryo Tabata,Li Tu,ryo tabata,li tu,2026-03-22,2026-03-22,1,pinnacle-history-20260322-000345.csv,
Challenger,result_not_found_in_window,S D Prajwal Dev,Peter Makk,s d prajwal dev,peter makk,2026-06-27,2026-06-27,1,pinnacle-history-20260627-214123.csv,2026-06-28
Challenger,result_not_found_in_window,Samir Banerjee,Alex Martinez,samir banerjee,alex martinez,2026-07-05,2026-07-05,1,pinnacle-history-20260705-091423.csv,2026-07-05
Challenger,result_not_found_in_window,Santiago De La Fuente,Santiago Rodriguez Taverna,santiago de la fuente,santiago rodriguez taverna,2026-06-23,2026-06-23,20,pinnacle-history-20260623-090330.csv|pinnacle-history-20260623-091024.csv|pinnacle-history-20260623-091329.csv|pinnacle-history-20260623-093322.csv|pinnacle-history-20260623-094337.csv|pinnacle-history-20260623-100318.csv|pinnacle-history-20260623-103322.csv|pinnacle-history-20260623-110320.csv|pinnacle-history-20260623-113323.csv|pinnacle-history-20260623-120319.csv|pinnacle-history-20260623-123330.csv|pinnacle-history-20260623-130319.csv|pinnacle-history-20260623-133318.csv|pinnacle-history-20260623-140318.csv|pinnacle-history-20260623-143321.csv|pinnacle-history-20260623-150325.csv|pinnacle-history-20260623-153325.csv|pinnacle-history-20260623-160323.csv|pinnacle-history-20260623-163323.csv|pinnacle-history-20260623-170334.csv,2026-06-23
Challenger,result_not_found_in_window,Sascha Gueymard Wayenburg,Dino Prizmic,sascha gueymard wayenburg,dino prizmic,2026-07-05,2026-07-05,1,pinnacle-history-20260705-214004.csv,2026-07-06
Challenger,result_not_found_in_window,Shintaro Mochizuki,Charles Broom,shintaro mochizuki,charles broom,2026-07-28,2026-07-28,1,pinnacle-history-20260728-153432.csv,2026-07-28
Challenger,result_not_found_in_window,Shintaro Mochizuki,Keegan Smith,shintaro mochizuki,keegan smith,2026-03-24,2026-03-24,1,pinnacle-history-20260324-000132.csv,
Challenger,result_not_found_in_window,Stefanos Sakellaridis,Filippo Romano,stefanos sakellaridis,filippo romano,2026-05-31,2026-05-31,1,pinnacle-history-20260531-091047.csv,
Challenger,result_not_found_in_window,Taro Daniel,Andres Andrade,taro daniel,andres andrade,2026-03-19,2026-03-19,1,pinnacle-history-20260319-000253.csv,
Challenger,result_not_found_in_window,Thiago Cigarran,Valerio Aboian,thiago cigarran,valerio aboian,2026-06-10,2026-06-10,16,pinnacle-history-20260610-091725.csv|pinnacle-history-20260610-093011.csv|pinnacle-history-20260610-094657.csv|pinnacle-history-20260610-100011.csv|pinnacle-history-20260610-101658.csv|pinnacle-history-20260610-103013.csv|pinnacle-history-20260610-104654.csv|pinnacle-history-20260610-110017.csv|pinnacle-history-20260610-111653.csv|pinnacle-history-20260610-113012.csv|pinnacle-history-20260610-114658.csv|pinnacle-history-20260610-120013.csv|pinnacle-history-20260610-121658.csv|pinnacle-history-20260610-123013.csv|pinnacle-history-20260610-124653.csv|pinnacle-history-20260610-130009.csv,2026-06-10
Challenger,result_not_found_in_window,Timofey Skatov,Thomas Faurel,timofey skatov,thomas faurel,2026-07-27,2026-07-27,13,pinnacle-history-20260727-161516.csv|pinnacle-history-20260727-164300.csv|pinnacle-history-20260727-171941.csv|pinnacle-history-20260727-174508.csv|pinnacle-history-20260727-181711.csv|pinnacle-history-20260727-184255.csv|pinnacle-history-20260727-191539.csv|pinnacle-history-20260727-205730.csv|pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv,2026-07-28
Challenger,result_not_found_in_window,Togan Tokac,Semen Pankin,togan tokac,semen pankin,2026-07-27,2026-07-28,6,pinnacle-history-20260727-211323.csv|pinnacle-history-20260727-221149.csv|pinnacle-history-20260727-224047.csv|pinnacle-history-20260727-231406.csv|pinnacle-history-20260727-234113.csv|pinnacle-history-20260728-100454.csv,2026-07-28
Challenger,result_not_found_in_window,Tomas Barrios Vera,Johannes Ingildsen,tomas barrios vera,johannes ingildsen,2026-03-24,2026-03-24,1,pinnacle-history-20260324-110440.csv,
Challenger,result_not_found_in_window,Tristan Schoolkate,Lloyd Harris,tristan schoolkate,lloyd harris,2026-06-08,2026-06-08,12,pinnacle-history-20260608-085704.csv|pinnacle-history-20260608-091204.csv|pinnacle-history-20260608-092654.csv|pinnacle-history-20260608-094008.csv|pinnacle-history-20260608-095656.csv|pinnacle-history-20260608-101007.csv|pinnacle-history-20260608-102655.csv|pinnacle-history-20260608-104010.csv|pinnacle-history-20260608-105656.csv|pinnacle-history-20260608-112656.csv|pinnacle-history-20260608-115659.csv|pinnacle-history-20260608-122659.csv,2026-06-08
Challenger,result_not_found_in_window,Tyler Zink,Karl Poling,tyler zink,karl poling,2026-07-28,2026-07-28,5,pinnacle-history-20260728-133454.csv|pinnacle-history-20260728-141816.csv|pinnacle-history-20260728-143423.csv|pinnacle-history-20260728-150510.csv|pinnacle-history-20260728-153432.csv,2026-07-28
Challenger,result_not_found_in_window,Valentin Garay,Fermin Tenti,valentin garay,fermin tenti,2026-05-10,2026-05-10,5,pinnacle-history-20260510-085647.csv|pinnacle-history-20260510-091641.csv|pinnacle-history-20260510-095925.csv|pinnacle-history-20260510-105913.csv|pinnacle-history-20260510-112913.csv,
Challenger,result_not_found_in_window,Valentin Royer,Filip Cristian Jianu,valentin royer,filip cristian jianu,2026-07-05,2026-07-05,1,pinnacle-history-20260705-214004.csv,2026-07-06
Challenger,result_not_found_in_window,Vladyslav Orlov,Rafael De Alba,vladyslav orlov,rafael de alba,2026-03-29,2026-03-29,1,pinnacle-history-20260329-105605.csv,
Challenger,result_not_found_in_window,Yannick Theodor Alexandrescou,Thanasi Kokkinakis,yannick theodor alexandrescou,thanasi kokkinakis,2026-05-12,2026-05-13,35,pinnacle-history-20260512-090045.csv|pinnacle-history-20260512-090106.csv|pinnacle-history-20260512-093422.csv|pinnacle-history-20260512-113347.csv|pinnacle-history-20260512-130146.csv|pinnacle-history-20260512-150550.csv|pinnacle-history-20260512-153917.csv|pinnacle-history-20260512-160246.csv|pinnacle-history-20260512-163630.csv|pinnacle-history-20260512-170111.csv|pinnacle-history-20260512-173117.csv|pinnacle-history-20260512-180114.csv|pinnacle-history-20260512-183235.csv|pinnacle-history-20260512-190121.csv|pinnacle-history-20260512-193056.csv|pinnacle-history-20260512-200122.csv|pinnacle-history-20260512-210315.csv|pinnacle-history-20260512-213128.csv|pinnacle-history-20260512-220117.csv|pinnacle-history-20260512-223134.csv|pinnacle-history-20260512-230117.csv|pinnacle-history-20260512-233413.csv|pinnacle-history-20260513-000219.csv|pinnacle-history-20260513-082702.csv|pinnacle-history-20260513-083008.csv|pinnacle-history-20260513-085659.csv|pinnacle-history-20260513-090520.csv|pinnacle-history-20260513-091247.csv|pinnacle-history-20260513-092715.csv|pinnacle-history-20260513-093349.csv|pinnacle-history-20260513-100300.csv|pinnacle-history-20260513-103009.csv|pinnacle-history-20260513-105839.csv|pinnacle-history-20260513-110108.csv|pinnacle-history-20260513-112733.csv,
